,system,doc,doc_id,seg_id,rater,src,mt,ref,score,zscore
2499,IIE-MT,talk.6,17,188,rater2,这其实对法医学等等相当有用。,This is actually quite useful for forensic medicine and so on.,And that's actually rather useful for forensics and so on.,-1.0,0.239939289025331
2500,MiSS,talk.6,17,188,rater4,这其实对法医学等等相当有用。,This is actually quite useful for forensic science and so on.,And that's actually rather useful for forensics and so on.,0.0,0.4463308333754328
2501,NiuTrans,talk.6,17,188,rater5,这其实对法医学等等相当有用。,This is actually quite useful for forensics and so on.,And that's actually rather useful for forensics and so on.,0.0,0.3773274379795176
2502,Online-W,talk.6,17,188,rater3,这其实对法医学等等相当有用。,This is actually quite useful for forensics and so on.,And that's actually rather useful for forensics and so on.,0.0,1.050796288881788
2503,SMU,talk.6,17,188,rater3,这其实对法医学等等相当有用。,This is actually quite useful for forensic science and so on.,And that's actually rather useful for forensics and so on.,0.0,1.050796288881788
2504,metricsystem1,talk.6,17,188,rater1,这其实对法医学等等相当有用。,This is actually quite useful for forensics and so on.,And that's actually rather useful for forensics and so on.,-1.0,0.3443669384442635
2505,metricsystem2,talk.6,17,188,rater7,这其实对法医学等等相当有用。,This is actually quite useful for forensic medicine and so on.,And that's actually rather useful for forensics and so on.,-1.0,0.023485768077404
2506,metricsystem3,talk.6,17,188,rater5,这其实对法医学等等相当有用。,This is actually quite useful for forensic medicine and so on.,And that's actually rather useful for forensics and so on.,0.0,0.3773274379795176
2507,metricsystem4,talk.6,17,188,rater5,这其实对法医学等等相当有用。,This is really useful for forensics.,And that's actually rather useful for forensics and so on.,0.0,0.3773274379795176
2508,metricsystem5,talk.6,17,188,rater3,这其实对法医学等等相当有用。,There are as many different types of pollen as there are as many flowering plants.,And that's actually rather useful for forensics and so on.,-5.0,-0.0216117079981245
2509,Borderline,talk.6,18,189,rater2,多数会导致我们患上花粉热的花粉 来自那些用风来 传播花粉的植物。 这是个非常低效的过程， 这也是为什么花粉总是跑到我们鼻子里。,"Most of the pollen that causes us to develop hay fever comes from plants that use the wind to transmit it. This is a very inefficient process, which is why the pollen always gets into our noses.","Most pollen that causes hay fever for us is from plants that use the wind to disseminate the pollen, and that's a very inefficient process, which is why it gets up our noses so much.",-3.0,-0.8559970410784128
2510,DIDI-NLP,talk.6,18,189,rater7,多数会导致我们患上花粉热的花粉 来自那些用风来 传播花粉的植物。 这是个非常低效的过程， 这也是为什么花粉总是跑到我们鼻子里。,"Most of the pollen that causes us to get hay fever comes from plants that use wind to spread pollen. This is a very inefficient process, which is why pollen always gets into our noses.","Most pollen that causes hay fever for us is from plants that use the wind to disseminate the pollen, and that's a very inefficient process, which is why it gets up our noses so much.",-5.0,-1.56825389373201
2511,Facebook-AI,talk.6,18,189,rater4,多数会导致我们患上花粉热的花粉 来自那些用风来 传播花粉的植物。 这是个非常低效的过程， 这也是为什么花粉总是跑到我们鼻子里。,"Most of the pollen that gives us hay fever comes from plants that use the wind to spread their pollen. This is a very inefficient process, which is why pollen always ends up in our nose.","Most pollen that causes hay fever for us is from plants that use the wind to disseminate the pollen, and that's a very inefficient process, which is why it gets up our noses so much.",0.0,0.4463308333754328
2512,IIE-MT,talk.6,18,189,rater2,多数会导致我们患上花粉热的花粉 来自那些用风来 传播花粉的植物。 这是个非常低效的过程， 这也是为什么花粉总是跑到我们鼻子里。,"Most of the pollen that causes us to get pollen fever comes from plants that use the wind to spread pollen. This is a very inefficient process, which is why pollen always runs into our noses.","Most pollen that causes hay fever for us is from plants that use the wind to disseminate the pollen, and that's a very inefficient process, which is why it gets up our noses so much.",-1.0,0.239939289025331
2513,MiSS,talk.6,18,189,rater4,多数会导致我们患上花粉热的花粉 来自那些用风来 传播花粉的植物。 这是个非常低效的过程， 这也是为什么花粉总是跑到我们鼻子里。,"Most of the pollen that causes hay fever comes from plants that spread pollen by wind. This is a very inefficient process, which is why pollen always runs into our noses.","Most pollen that causes hay fever for us is from plants that use the wind to disseminate the pollen, and that's a very inefficient process, which is why it gets up our noses so much.",0.0,0.4463308333754328
2514,NiuTrans,talk.6,18,189,rater5,多数会导致我们患上花粉热的花粉 来自那些用风来 传播花粉的植物。 这是个非常低效的过程， 这也是为什么花粉总是跑到我们鼻子里。,"Most of the pollen that causes us to develop hay fever comes from plants that use the wind to spread pollen. This is a very inefficient process, which is why pollen always runs up our noses.","Most pollen that causes hay fever for us is from plants that use the wind to disseminate the pollen, and that's a very inefficient process, which is why it gets up our noses so much.",-5.0,-1.924782537382519
2515,Online-W,talk.6,18,189,rater3,多数会导致我们患上花粉热的花粉 来自那些用风来 传播花粉的植物。 这是个非常低效的过程， 这也是为什么花粉总是跑到我们鼻子里。,"Most of the pollen that causes us to get hay fever comes from plants that use the wind to spread pollen. It's a very inefficient process, and that's why pollen keeps getting up our noses.","Most pollen that causes hay fever for us is from plants that use the wind to disseminate the pollen, and that's a very inefficient process, which is why it gets up our noses so much.",-5.0,-0.0216117079981245
2516,SMU,talk.6,18,189,rater3,多数会导致我们患上花粉热的花粉 来自那些用风来 传播花粉的植物。 这是个非常低效的过程， 这也是为什么花粉总是跑到我们鼻子里。,"Most of the pollen that causes us to develop hay fever comes from plants that use the wind to spread it. This is a very inefficient process, which is why the pollen always runs into our nose.","Most pollen that causes hay fever for us is from plants that use the wind to disseminate the pollen, and that's a very inefficient process, which is why it gets up our noses so much.",0.0,1.050796288881788
2517,metricsystem1,talk.6,18,189,rater1,多数会导致我们患上花粉热的花粉 来自那些用风来 传播花粉的植物。 这是个非常低效的过程， 这也是为什么花粉总是跑到我们鼻子里。,"Most of the pollen that causes us to get hay fever comes from plants that use the wind to spread the pollen. It's a very inefficient process, which is why pollen always ends up in our noses.","Most pollen that causes hay fever for us is from plants that use the wind to disseminate the pollen, and that's a very inefficient process, which is why it gets up our noses so much.",0.0,0.6290342192379733
2518,metricsystem2,talk.6,18,189,rater7,多数会导致我们患上花粉热的花粉 来自那些用风来 传播花粉的植物。 这是个非常低效的过程， 这也是为什么花粉总是跑到我们鼻子里。,"Most of the pollen that causes us to get hay fever comes from plants that use wind to spread pollen. This is a very inefficient process, which is why pollen always gets into our noses.","Most pollen that causes hay fever for us is from plants that use the wind to disseminate the pollen, and that's a very inefficient process, which is why it gets up our noses so much.",0.0,0.4214206835297575
2519,metricsystem3,talk.6,18,189,rater5,多数会导致我们患上花粉热的花粉 来自那些用风来 传播花粉的植物。 这是个非常低效的过程， 这也是为什么花粉总是跑到我们鼻子里。,"Most pollen that causes us to get hay fever comes from plants that use wind to spread pollen. This is a very inefficient process, which is why pollen always runs into our noses.","Most pollen that causes hay fever for us is from plants that use the wind to disseminate the pollen, and that's a very inefficient process, which is why it gets up our noses so much.",0.0,0.3773274379795176
2520,metricsystem4,talk.6,18,189,rater5,多数会导致我们患上花粉热的花粉 来自那些用风来 传播花粉的植物。 这是个非常低效的过程， 这也是为什么花粉总是跑到我们鼻子里。,"Most of the pollen that causes us to get hay fever comes from plants that use wind to spread pollen, which is a very inefficient process, and that's why pollen always ends up in our noses.","Most pollen that causes hay fever for us is from plants that use the wind to disseminate the pollen, and that's a very inefficient process, which is why it gets up our noses so much.",0.0,0.3773274379795176
2521,metricsystem5,talk.6,18,189,rater3,多数会导致我们患上花粉热的花粉 来自那些用风来 传播花粉的植物。 这是个非常低效的过程， 这也是为什么花粉总是跑到我们鼻子里。,This is actually quite useful for forensics and so on.,"Most pollen that causes hay fever for us is from plants that use the wind to disseminate the pollen, and that's a very inefficient process, which is why it gets up our noses so much.",-5.0,-0.0216117079981245
2522,Borderline,talk.6,19,190,rater2,因为其中大多数都被抛弃了， 希望包含在花粉中的生殖细胞， 雄性生殖细胞， 将能碰巧落到另一朵花上。,"Because most of them have been discarded, it is hoped that the germ cells contained in the pollen, the male germ cells, will happen to land on another flower.","Because you have to chuck out masses and masses of it, hoping that your sex cells, your male sex cells, which are held within the pollen, will somehow reach another flower just by chance.",-2.1,-0.3628256925317281
2523,DIDI-NLP,talk.6,19,190,rater7,因为其中大多数都被抛弃了， 希望包含在花粉中的生殖细胞， 雄性生殖细胞， 将能碰巧落到另一朵花上。,"Because most of them have been discarded, it is hoped that the germ cells contained in the pollen, the male germ cells, will happen to fall on another flower.","Because you have to chuck out masses and masses of it, hoping that your sex cells, your male sex cells, which are held within the pollen, will somehow reach another flower just by chance.",-1.0,0.023485768077404
2524,Facebook-AI,talk.6,19,190,rater4,因为其中大多数都被抛弃了， 希望包含在花粉中的生殖细胞， 雄性生殖细胞， 将能碰巧落到另一朵花上。,"Because most of them are discarded, the hope is that the germ cells contained in the pollen, the male germ cells, will be able to fall by chance onto another flower.","Because you have to chuck out masses and masses of it, hoping that your sex cells, your male sex cells, which are held within the pollen, will somehow reach another flower just by chance.",-5.0,-1.963002805386856
2525,IIE-MT,talk.6,19,190,rater2,因为其中大多数都被抛弃了， 希望包含在花粉中的生殖细胞， 雄性生殖细胞， 将能碰巧落到另一朵花上。,"Because most of them have been discarded, it is hoped that the germ cells contained in the pollen, the male germ cells, will happen to fall on another flower.","Because you have to chuck out masses and masses of it, hoping that your sex cells, your male sex cells, which are held within the pollen, will somehow reach another flower just by chance.",0.0,0.7879074540772029
2526,MiSS,talk.6,19,190,rater4,因为其中大多数都被抛弃了， 希望包含在花粉中的生殖细胞， 雄性生殖细胞， 将能碰巧落到另一朵花上。,"Because most of them have been abandoned, it is hoped that the germ cells contained in pollen, male germ cells, will happen to fall on another flower.","Because you have to chuck out masses and masses of it, hoping that your sex cells, your male sex cells, which are held within the pollen, will somehow reach another flower just by chance.",-1.0,-0.0355358943770249
2527,NiuTrans,talk.6,19,190,rater5,因为其中大多数都被抛弃了， 希望包含在花粉中的生殖细胞， 雄性生殖细胞， 将能碰巧落到另一朵花上。,"Because most of them are discarded, it is hoped that the germ cells contained in the pollen, the male germ cells, will happen to fall on another flower.","Because you have to chuck out masses and masses of it, hoping that your sex cells, your male sex cells, which are held within the pollen, will somehow reach another flower just by chance.",0.0,0.3773274379795176
2528,Online-W,talk.6,19,190,rater7,因为其中大多数都被抛弃了， 希望包含在花粉中的生殖细胞， 雄性生殖细胞， 将能碰巧落到另一朵花上。,"Because most of it is discarded in the hope that the germ cells, the male germ cells, that are contained in the pollen, will happen to land on another flower.","Because you have to chuck out masses and masses of it, hoping that your sex cells, your male sex cells, which are held within the pollen, will somehow reach another flower just by chance.",0.0,0.4214206835297575
2529,SMU,talk.6,19,190,rater3,因为其中大多数都被抛弃了， 希望包含在花粉中的生殖细胞， 雄性生殖细胞， 将能碰巧落到另一朵花上。,"Because most of them have been abandoned, it is hoped that the germ cells contained in the pollen, male germ cells, will happen to fall on another flower.","Because you have to chuck out masses and masses of it, hoping that your sex cells, your male sex cells, which are held within the pollen, will somehow reach another flower just by chance.",-5.0,-0.0216117079981245
2530,metricsystem1,talk.6,19,190,rater1,因为其中大多数都被抛弃了， 希望包含在花粉中的生殖细胞， 雄性生殖细胞， 将能碰巧落到另一朵花上。,"Because most of them were thrown away, it was hoped that the germ cells contained in the pollen, the male germ cells, would just happen to land on another flower.","Because you have to chuck out masses and masses of it, hoping that your sex cells, your male sex cells, which are held within the pollen, will somehow reach another flower just by chance.",-10.0,-2.217638588699125
2531,metricsystem2,talk.6,19,190,rater7,因为其中大多数都被抛弃了， 希望包含在花粉中的生殖细胞， 雄性生殖细胞， 将能碰巧落到另一朵花上。,"Because most of them have been discarded, it is hoped that the germ cells contained in the pollen, the male germ cells, will happen to fall on another flower.","Because you have to chuck out masses and masses of it, hoping that your sex cells, your male sex cells, which are held within the pollen, will somehow reach another flower just by chance.",0.0,0.4214206835297575
2532,metricsystem3,talk.6,19,190,rater5,因为其中大多数都被抛弃了， 希望包含在花粉中的生殖细胞， 雄性生殖细胞， 将能碰巧落到另一朵花上。,"Because most of them have been abandoned, it is hoped that the germ cells contained in the pollen, male germ cells, will happen to fall on another flower.","Because you have to chuck out masses and masses of it, hoping that your sex cells, your male sex cells, which are held within the pollen, will somehow reach another flower just by chance.",0.0,0.3773274379795176
2533,metricsystem4,talk.6,19,190,rater5,因为其中大多数都被抛弃了， 希望包含在花粉中的生殖细胞， 雄性生殖细胞， 将能碰巧落到另一朵花上。,"Because most of them were discarded, it was hoped that the germ cells contained in the pollen, the male germ cells, would happen to land on another flower.","Because you have to chuck out masses and masses of it, hoping that your sex cells, your male sex cells, which are held within the pollen, will somehow reach another flower just by chance.",0.0,0.3773274379795176
2534,metricsystem5,talk.6,19,190,rater3,因为其中大多数都被抛弃了， 希望包含在花粉中的生殖细胞， 雄性生殖细胞， 将能碰巧落到另一朵花上。,Most of the pollen that causes us to get hay fever comes from plants that use the wind to spread the pollen in. It's a very inefficient process and that's why pollen always runs into our noses.,"Because you have to chuck out masses and masses of it, hoping that your sex cells, your male sex cells, which are held within the pollen, will somehow reach another flower just by chance.",-15.0,-2.1664277017579496
2535,Borderline,talk.6,20,191,rater7,所有的草，这意味着所有的谷物， 和多数的树 靠风传播花粉。,"All grasses, which means all grains, and most trees rely on the wind to transmit pollen.","So all the grasses, which means all of the cereal crops, and most of the trees have wind-borne pollen.",0.0,0.4214206835297575
2536,DIDI-NLP,talk.6,20,191,rater5,所有的草，这意味着所有的谷物， 和多数的树 靠风传播花粉。,"All grass, which means all grains, and most trees spread pollen by the wind.","So all the grasses, which means all of the cereal crops, and most of the trees have wind-borne pollen.",0.0,0.3773274379795176
2537,Facebook-AI,talk.6,20,191,rater5,所有的草，这意味着所有的谷物， 和多数的树 靠风传播花粉。,"All grasses, which means all grains, and most trees rely on the wind to spread pollen.","So all the grasses, which means all of the cereal crops, and most of the trees have wind-borne pollen.",-0.1,0.3312852384722769
2538,IIE-MT,talk.6,20,191,rater4,所有的草，这意味着所有的谷物， 和多数的树 靠风传播花粉。,"All grasses, which means all grains, and most trees rely on the wind to spread pollen.","So all the grasses, which means all of the cereal crops, and most of the trees have wind-borne pollen.",0.0,0.4463308333754328
2539,MiSS,talk.6,20,191,rater4,所有的草，这意味着所有的谷物， 和多数的树 靠风传播花粉。,"All grass, which means all grains, and most trees spread pollen by wind.","So all the grasses, which means all of the cereal crops, and most of the trees have wind-borne pollen.",0.0,0.4463308333754328
2540,NiuTrans,talk.6,20,191,rater7,所有的草，这意味着所有的谷物， 和多数的树 靠风传播花粉。,"All grass, which means all grain, and most trees rely on the wind to spread pollen.","So all the grasses, which means all of the cereal crops, and most of the trees have wind-borne pollen.",0.0,0.4214206835297575
2541,Online-W,talk.6,20,191,rater7,所有的草，这意味着所有的谷物， 和多数的树 靠风传播花粉。,"All grasses, which means all grains, and most trees rely on the wind to spread pollen.","So all the grasses, which means all of the cereal crops, and most of the trees have wind-borne pollen.",0.0,0.4214206835297575
2542,SMU,talk.6,20,191,rater3,所有的草，这意味着所有的谷物， 和多数的树 靠风传播花粉。,"All grasses, which means all cereals, and most trees rely on the wind to transmit pollen.","So all the grasses, which means all of the cereal crops, and most of the trees have wind-borne pollen.",0.0,1.050796288881788
2543,metricsystem1,talk.6,20,191,rater7,所有的草，这意味着所有的谷物， 和多数的树 靠风传播花粉。,"All grasses, which means all grains, and most trees wind pollen.","So all the grasses, which means all of the cereal crops, and most of the trees have wind-borne pollen.",-10.0,-3.5579284709937773
2544,metricsystem2,talk.6,20,191,rater5,所有的草，这意味着所有的谷物， 和多数的树 靠风传播花粉。,"All grasses, which means all grains, and most trees spread pollen by the wind.","So all the grasses, which means all of the cereal crops, and most of the trees have wind-borne pollen.",-0.1,0.3312852384722769
2545,metricsystem3,talk.6,20,191,rater7,所有的草，这意味着所有的谷物， 和多数的树 靠风传播花粉。,"All grass, which means all grains, and most trees rely on the wind to spread pollen.","So all the grasses, which means all of the cereal crops, and most of the trees have wind-borne pollen.",0.0,0.4214206835297575
2546,metricsystem4,talk.6,20,191,rater5,所有的草，这意味着所有的谷物， 和多数的树 靠风传播花粉。,"All grasses, which means all grains, and most trees spread their pollen by the wind.","So all the grasses, which means all of the cereal crops, and most of the trees have wind-borne pollen.",-0.1,0.3312852384722769
2547,metricsystem5,talk.6,20,191,rater7,所有的草，这意味着所有的谷物， 和多数的树 靠风传播花粉。,"Because most of them are thrown away in the hope that the reproductive cells contained in the pollen, the male reproductive cells, will happen to land on another flower.","So all the grasses, which means all of the cereal crops, and most of the trees have wind-borne pollen.",-2.0,-0.3744491473749494
2548,Borderline,talk.6,21,192,rater7,但多数物种 实际上利用昆虫来完成这一过程。 在某种程度上这更聪明， 因为这样并不需要太多的花粉。,"But most species actually use insects to complete the process, which is in a way smarter because it doesn't require much pollen.","But most species actually use insects to do their bidding, and that's more intelligent in a way, because the pollen, they don't need so much of it.",0.0,0.4214206835297575
2549,DIDI-NLP,talk.6,21,192,rater5,但多数物种 实际上利用昆虫来完成这一过程。 在某种程度上这更聪明， 因为这样并不需要太多的花粉。,"But most species actually use insects to accomplish this process. In a way it’s smarter, because it doesn’t require too much pollen.","But most species actually use insects to do their bidding, and that's more intelligent in a way, because the pollen, they don't need so much of it.",0.0,0.3773274379795176
2550,Facebook-AI,talk.6,21,192,rater5,但多数物种 实际上利用昆虫来完成这一过程。 在某种程度上这更聪明， 因为这样并不需要太多的花粉。,"But most species actually use insects to complete the process, which is smarter in a way, because it doesn't require as much pollen.","But most species actually use insects to do their bidding, and that's more intelligent in a way, because the pollen, they don't need so much of it.",0.0,0.3773274379795176
2551,IIE-MT,talk.6,21,192,rater4,但多数物种 实际上利用昆虫来完成这一过程。 在某种程度上这更聪明， 因为这样并不需要太多的花粉。,"But most species actually use insects to complete this process. To some extent, this is smarter, because it doesn't require too much pollen.","But most species actually use insects to do their bidding, and that's more intelligent in a way, because the pollen, they don't need so much of it.",0.0,0.4463308333754328
2552,MiSS,talk.6,21,192,rater4,但多数物种 实际上利用昆虫来完成这一过程。 在某种程度上这更聪明， 因为这样并不需要太多的花粉。,"But most species actually use insects to complete this process. To some extent, this is smarter, because it doesn't require much pollen.","But most species actually use insects to do their bidding, and that's more intelligent in a way, because the pollen, they don't need so much of it.",0.0,0.4463308333754328
2553,NiuTrans,talk.6,21,192,rater7,但多数物种 实际上利用昆虫来完成这一过程。 在某种程度上这更聪明， 因为这样并不需要太多的花粉。,"But most species actually use insects to do this, which is somewhat smarter because it doesn't require much pollen.","But most species actually use insects to do their bidding, and that's more intelligent in a way, because the pollen, they don't need so much of it.",0.0,0.4214206835297575
2554,Online-W,talk.6,21,192,rater7,但多数物种 实际上利用昆虫来完成这一过程。 在某种程度上这更聪明， 因为这样并不需要太多的花粉。,"But most species actually use insects to do this process. In some ways this is smarter, because it doesn't take much pollen.","But most species actually use insects to do their bidding, and that's more intelligent in a way, because the pollen, they don't need so much of it.",-5.0,-1.56825389373201
2555,SMU,talk.6,21,192,rater3,但多数物种 实际上利用昆虫来完成这一过程。 在某种程度上这更聪明， 因为这样并不需要太多的花粉。,"But most species actually use insects to do this process, which is somewhat smarter because it does not require too much pollen.","But most species actually use insects to do their bidding, and that's more intelligent in a way, because the pollen, they don't need so much of it.",-5.0,-0.0216117079981245
2556,metricsystem1,talk.6,21,192,rater7,但多数物种 实际上利用昆虫来完成这一过程。 在某种程度上这更聪明， 因为这样并不需要太多的花粉。,"But most species actually use insects to do this, which is in a way smarter because it doesn't require as much pollen.","But most species actually use insects to do their bidding, and that's more intelligent in a way, because the pollen, they don't need so much of it.",0.0,0.4214206835297575
2557,metricsystem2,talk.6,21,192,rater5,但多数物种 实际上利用昆虫来完成这一过程。 在某种程度上这更聪明， 因为这样并不需要太多的花粉。,"But most species actually use insects to accomplish this process. In a way, it's smarter because it doesn't require too much pollen.","But most species actually use insects to do their bidding, and that's more intelligent in a way, because the pollen, they don't need so much of it.",0.0,0.3773274379795176
2558,metricsystem3,talk.6,21,192,rater7,但多数物种 实际上利用昆虫来完成这一过程。 在某种程度上这更聪明， 因为这样并不需要太多的花粉。,"But most species actually use insects to complete this process. In a way this is smarter, because it doesn't require too much pollen.","But most species actually use insects to do their bidding, and that's more intelligent in a way, because the pollen, they don't need so much of it.",0.0,0.4214206835297575
2559,metricsystem4,talk.6,21,192,rater5,但多数物种 实际上利用昆虫来完成这一过程。 在某种程度上这更聪明， 因为这样并不需要太多的花粉。,"But most species actually use insects to do this, and in a way it's smarter because it doesn't require as much pollen.","But most species actually use insects to do their bidding, and that's more intelligent in a way, because the pollen, they don't need so much of it.",0.0,0.3773274379795176
2560,metricsystem5,talk.6,21,192,rater7,但多数物种 实际上利用昆虫来完成这一过程。 在某种程度上这更聪明， 因为这样并不需要太多的花粉。,"All grass, which means all grains, and most trees spread pollen by wind.","But most species actually use insects to do their bidding, and that's more intelligent in a way, because the pollen, they don't need so much of it.",0.0,0.4214206835297575
2561,Borderline,talk.6,22,193,rater7,昆虫 和其他物种 能携带花粉， 把花粉直接转移到所需的地方去。,Insects and other species can carry pollen and transfer it directly to where it is needed.,"The insects and other species can take the pollen, transfer it directly to where it's required.",0.0,0.4214206835297575
2562,DIDI-NLP,talk.6,22,193,rater5,昆虫 和其他物种 能携带花粉， 把花粉直接转移到所需的地方去。,Insects and other species can carry pollen and transfer it directly to where it is needed.,"The insects and other species can take the pollen, transfer it directly to where it's required.",0.0,0.3773274379795176
2563,Facebook-AI,talk.6,22,193,rater5,昆虫 和其他物种 能携带花粉， 把花粉直接转移到所需的地方去。,"Insects and other species can carry pollen, transferring it directly to where it is needed.","The insects and other species can take the pollen, transfer it directly to where it's required.",0.0,0.3773274379795176
2564,IIE-MT,talk.6,22,193,rater4,昆虫 和其他物种 能携带花粉， 把花粉直接转移到所需的地方去。,Insects and other species can carry pollen and transfer pollen directly to where it is needed.,"The insects and other species can take the pollen, transfer it directly to where it's required.",-1.0,-0.0355358943770249
2565,MiSS,talk.6,22,193,rater4,昆虫 和其他物种 能携带花粉， 把花粉直接转移到所需的地方去。,Insects and other species can carry pollen and transfer it directly to where it is needed.,"The insects and other species can take the pollen, transfer it directly to where it's required.",0.0,0.4463308333754328
2566,NiuTrans,talk.6,22,193,rater7,昆虫 和其他物种 能携带花粉， 把花粉直接转移到所需的地方去。,Insects and other species can carry pollen and transfer it directly to where it is needed.,"The insects and other species can take the pollen, transfer it directly to where it's required.",0.0,0.4214206835297575
2567,Online-W,talk.6,22,193,rater7,昆虫 和其他物种 能携带花粉， 把花粉直接转移到所需的地方去。,Insects and other species can carry pollen and transfer it directly to where it's needed.,"The insects and other species can take the pollen, transfer it directly to where it's required.",0.0,0.4214206835297575
2568,SMU,talk.6,22,193,rater3,昆虫 和其他物种 能携带花粉， 把花粉直接转移到所需的地方去。,Insects and other species can carry pollen and transfer it directly to where it is needed.,"The insects and other species can take the pollen, transfer it directly to where it's required.",0.0,1.050796288881788
2569,metricsystem1,talk.6,22,193,rater7,昆虫 和其他物种 能携带花粉， 把花粉直接转移到所需的地方去。,"Insects and other species can carry pollen, transferring it directly to where it is needed.","The insects and other species can take the pollen, transfer it directly to where it's required.",0.0,0.4214206835297575
2570,metricsystem2,talk.6,22,193,rater5,昆虫 和其他物种 能携带花粉， 把花粉直接转移到所需的地方去。,Insects and other species can carry pollen and transfer it directly to where it is needed.,"The insects and other species can take the pollen, transfer it directly to where it's required.",0.0,0.3773274379795176
2571,metricsystem3,talk.6,22,193,rater7,昆虫 和其他物种 能携带花粉， 把花粉直接转移到所需的地方去。,Insects and other species can carry pollen and transfer the pollen directly to the desired place.,"The insects and other species can take the pollen, transfer it directly to where it's required.",-1.0,0.023485768077404
2572,metricsystem4,talk.6,22,193,rater5,昆虫 和其他物种 能携带花粉， 把花粉直接转移到所需的地方去。,Insects and other species can carry pollen and move it directly to where it's needed.,"The insects and other species can take the pollen, transfer it directly to where it's required.",0.0,0.3773274379795176
2573,metricsystem5,talk.6,22,193,rater7,昆虫 和其他物种 能携带花粉， 把花粉直接转移到所需的地方去。,"But most species actually use insects to do this process.This is somewhat smarter, because it doesn't need much pollen.","The insects and other species can take the pollen, transfer it directly to where it's required.",-0.1,0.3816271919845221
2574,Borderline,talk.6,23,194,rater7,很显然，我们注意到 昆虫和植物之间的关系。,"Obviously, we notice the relationship between insects and plants.","So we're aware, obviously, of the relationship between insects and plants.",0.0,0.4214206835297575
2575,DIDI-NLP,talk.6,23,194,rater5,很显然，我们注意到 昆虫和植物之间的关系。,"Obviously, we have noticed the relationship between insects and plants.","So we're aware, obviously, of the relationship between insects and plants.",0.0,0.3773274379795176
2576,Facebook-AI,talk.6,23,194,rater5,很显然，我们注意到 昆虫和植物之间的关系。,"Obviously, we notice the relationship between insects and plants.","So we're aware, obviously, of the relationship between insects and plants.",-1.0,-0.0830945570928896
2577,IIE-MT,talk.6,23,194,rater4,很显然，我们注意到 昆虫和植物之间的关系。,"Obviously, we have noticed the relationship between insects and plants.","So we're aware, obviously, of the relationship between insects and plants.",0.0,0.4463308333754328
2578,MiSS,talk.6,23,194,rater4,很显然，我们注意到 昆虫和植物之间的关系。,"Obviously, we have noticed the relationship between insects and plants.","So we're aware, obviously, of the relationship between insects and plants.",0.0,0.4463308333754328
2579,NiuTrans,talk.6,23,194,rater7,很显然，我们注意到 昆虫和植物之间的关系。,"Obviously, we notice the relationship between insects and plants.","So we're aware, obviously, of the relationship between insects and plants.",0.0,0.4214206835297575
2580,Online-W,talk.6,23,194,rater7,很显然，我们注意到 昆虫和植物之间的关系。,"Obviously, we're noticing a relationship between insects and plants.","So we're aware, obviously, of the relationship between insects and plants.",0.0,0.4214206835297575
2581,SMU,talk.6,23,194,rater3,很显然，我们注意到 昆虫和植物之间的关系。,"Obviously, we noticed the relationship between insects and plants.","So we're aware, obviously, of the relationship between insects and plants.",-5.0,-0.0216117079981245
2582,metricsystem1,talk.6,23,194,rater7,很显然，我们注意到 昆虫和植物之间的关系。,"Obviously, we noticed the relationship between insects and plants.","So we're aware, obviously, of the relationship between insects and plants.",0.0,0.4214206835297575
2583,metricsystem2,talk.6,23,194,rater5,很显然，我们注意到 昆虫和植物之间的关系。,"Obviously, we noticed the relationship between insects and plants.","So we're aware, obviously, of the relationship between insects and plants.",-1.0,-0.0830945570928896
2584,metricsystem3,talk.6,23,194,rater7,很显然，我们注意到 昆虫和植物之间的关系。,"Obviously, we noticed the relationship between insects and plants.","So we're aware, obviously, of the relationship between insects and plants.",0.0,0.4214206835297575
2585,metricsystem4,talk.6,23,194,rater5,很显然，我们注意到 昆虫和植物之间的关系。,"Obviously, we noticed the relationship between insects and plants.","So we're aware, obviously, of the relationship between insects and plants.",-2.0,-0.5435165521652968
2586,metricsystem5,talk.6,23,194,rater7,很显然，我们注意到 昆虫和植物之间的关系。,"Insects and other species can carry pollen, moving it directly to where it wants to go.","So we're aware, obviously, of the relationship between insects and plants.",-5.0,-1.56825389373201
2587,Borderline,talk.6,24,195,rater7,这是种共生关系， 无论是鸟儿还是蜜蜂， 它们都能获得回报， 通常获得的回报是花蜜。,"This is a symbiotic relationship in which both birds and bees are rewarded, usually in the form of nectar.","There's a symbiotic relationship there, whether it's flies or birds or bees, they're getting something in return, and that something in return is generally nectar.",0.0,0.4214206835297575
2588,DIDI-NLP,talk.6,24,195,rater5,这是种共生关系， 无论是鸟儿还是蜜蜂， 它们都能获得回报， 通常获得的回报是花蜜。,"This is a symbiotic relationship. Whether it is birds or bees, they can get rewards, usually nectar.","There's a symbiotic relationship there, whether it's flies or birds or bees, they're getting something in return, and that something in return is generally nectar.",0.0,0.3773274379795176
2589,Facebook-AI,talk.6,24,195,rater5,这是种共生关系， 无论是鸟儿还是蜜蜂， 它们都能获得回报， 通常获得的回报是花蜜。,"It's a symbiotic relationship, and whether it's the birds or the bees, they get something in return, usually nectar.","There's a symbiotic relationship there, whether it's flies or birds or bees, they're getting something in return, and that something in return is generally nectar.",0.0,0.3773274379795176
