,system,doc,doc_id,seg_id,src,mt,ref,mqm,score,zscore
4362,Facebook-AI,tedtalk-1,83,-1,(Applause),(Аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4363,Facebook-AI,tedtalk-1,83,-1,(Applause),(Аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4364,Facebook-AI,tedtalk-1,83,-1,(Applause),(Аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4365,Facebook-AI,tedtalk-1,83,-1,(Applause),(Аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4366,Facebook-AI,tedtalk-1,83,-1,(Applause),(Аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4367,Facebook-AI,tedtalk-1,83,-1,(Applause),(Аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4368,Online-B,tedtalk-1,83,-1,(Applause),(Аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4369,Online-B,tedtalk-1,83,-1,(Applause),(Аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4370,Online-B,tedtalk-1,83,-1,(Applause),(Аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4371,Online-B,tedtalk-1,83,-1,(Applause),(Аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4372,Online-B,tedtalk-1,83,-1,(Applause),(Аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4373,Online-B,tedtalk-1,83,-1,(Applause),(Аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4374,Online-G,tedtalk-1,83,-1,(Applause),(Аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4375,Online-G,tedtalk-1,83,-1,(Applause),(Аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4376,Online-G,tedtalk-1,83,-1,(Applause),(Аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4377,Online-G,tedtalk-1,83,-1,(Applause),(Аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4378,Online-G,tedtalk-1,83,-1,(Applause),(Аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4379,Online-G,tedtalk-1,83,-1,(Applause),(Аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4380,Nemo,tedtalk-1,83,-1,(Applause),(Аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4381,Nemo,tedtalk-1,83,-1,(Applause),(Аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4382,Nemo,tedtalk-1,83,-1,(Applause),(Аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4383,Nemo,tedtalk-1,83,-1,(Applause),(Аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4384,Nemo,tedtalk-1,83,-1,(Applause),(Аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4385,Nemo,tedtalk-1,83,-1,(Applause),(Аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4386,Online-A,tedtalk-1,83,-1,(Applause),(Аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4387,Online-A,tedtalk-1,83,-1,(Applause),(Аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4388,Online-A,tedtalk-1,83,-1,(Applause),(Аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4389,Online-A,tedtalk-1,83,-1,(Applause),(Аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4390,Online-A,tedtalk-1,83,-1,(Applause),(Аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4391,Online-A,tedtalk-1,83,-1,(Applause),(Аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4392,Manifold,tedtalk-1,83,-1,(Applause),(Аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4393,Manifold,tedtalk-1,83,-1,(Applause),(Аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4394,Manifold,tedtalk-1,83,-1,(Applause),(Аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4395,Manifold,tedtalk-1,83,-1,(Applause),(Аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4396,Manifold,tedtalk-1,83,-1,(Applause),(Аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4397,Manifold,tedtalk-1,83,-1,(Applause),(Аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4398,NiuTrans,tedtalk-1,83,-1,(Applause),(Аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4399,NiuTrans,tedtalk-1,83,-1,(Applause),(Аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4400,NiuTrans,tedtalk-1,83,-1,(Applause),(Аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4401,NiuTrans,tedtalk-1,83,-1,(Applause),(Аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4402,NiuTrans,tedtalk-1,83,-1,(Applause),(Аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4403,NiuTrans,tedtalk-1,83,-1,(Applause),(Аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4404,Online-Y,tedtalk-1,83,-1,(Applause),(аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4405,Online-Y,tedtalk-1,83,-1,(Applause),(аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4406,Online-Y,tedtalk-1,83,-1,(Applause),(аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4407,Online-Y,tedtalk-1,83,-1,(Applause),(аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4408,Online-Y,tedtalk-1,83,-1,(Applause),(аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4409,Online-Y,tedtalk-1,83,-1,(Applause),(аплодисменты),(Аплодисменты),100.0,-0.0,0.5853621699123431
4410,metricsystem1,tedtalk-4,1,-1,Many believe driving is an activity solely reserved for those who can see.,"Многие считают, что вождение — это занятие, предназначенное исключительно для тех, кто может видеть.","Считается, что за рулем автомобиля могут быть только зрячие люди.",100.0,-0.0,0.5853621699123431
4411,metricsystem2,tedtalk-4,1,-1,Many believe driving is an activity solely reserved for those who can see.,"Многие считают, что вождение автомобиля - это занятие исключительно для тех, кто видит.","Считается, что за рулем автомобиля могут быть только зрячие люди.",100.0,-0.0,0.5853621699123431
4412,metricsystem3,tedtalk-4,1,-1,Many believe driving is an activity solely reserved for those who can see.,"Многие считают, что вождение - это занятие, предназначенное исключительно для тех, кто может видеть.","Считается, что за рулем автомобиля могут быть только зрячие люди.",100.0,-0.0,0.5853621699123431
4413,metricsystem4,tedtalk-4,1,-1,Many believe driving is an activity solely reserved for those who can see.,"Многие считают, что вождение - это деятельность, предназначенная исключительно для тех, кто может видеть.","Считается, что за рулем автомобиля могут быть только зрячие люди.",100.0,-0.0,0.5853621699123431
4414,metricsystem5,tedtalk-4,1,-1,Many believe driving is an activity solely reserved for those who can see.,"Многие считают, что вождение - это занятие, предназначенное исключительно для тех, кто может видеть.","Считается, что за рулем автомобиля могут быть только зрячие люди.",100.0,-0.0,0.5853621699123431
4415,ref.A,tedtalk-4,1,-1,Many believe driving is an activity solely reserved for those who can see.,"Считается, что за рулем автомобиля могут быть только зрячие люди.","Считается, что за рулем автомобиля могут быть только зрячие люди.",100.0,-0.0,0.5853621699123431
4416,Online-W,tedtalk-4,1,-1,Many believe driving is an activity solely reserved for those who can see.,"Многие считают, что вождение автомобиля - это занятие исключительно для тех, кто может видеть.","Считается, что за рулем автомобиля могут быть только зрячие люди.",100.0,-0.0,0.5853621699123431
4417,Facebook-AI,tedtalk-4,1,-1,Many believe driving is an activity solely reserved for those who can see.,"Многие считают, что вождение - это занятие, предназначенное исключительно для тех, кто может видеть.","Считается, что за рулем автомобиля могут быть только зрячие люди.",100.0,-0.0,0.5853621699123431
4418,Online-B,tedtalk-4,1,-1,Many believe driving is an activity solely reserved for those who can see.,"Многие считают, что вождение автомобиля - это занятие исключительно для тех, кто видит.","Считается, что за рулем автомобиля могут быть только зрячие люди.",100.0,-0.0,0.5853621699123431
4419,Online-G,tedtalk-4,1,-1,Many believe driving is an activity solely reserved for those who can see.,"Многие считают, что вождение-это занятие, предназначенное исключительно для тех, кто может видеть.","Считается, что за рулем автомобиля могут быть только зрячие люди.",58.33333333333333,-5.0,-0.5163134154910328
4420,Nemo,tedtalk-4,1,-1,Many believe driving is an activity solely reserved for those who can see.,"Многие считают, что вождение - это занятие, предназначенное исключительно для тех, кто может видеть.","Считается, что за рулем автомобиля могут быть только зрячие люди.",92.30769230769228,-1.0,0.365027052831668
4421,Online-A,tedtalk-4,1,-1,Many believe driving is an activity solely reserved for those who can see.,"Многие считают, что вождение - это деятельность, предназначенная исключительно для тех, кто может видеть.","Считается, что за рулем автомобиля могут быть только зрячие люди.",100.0,-0.0,0.5853621699123431
4422,Manifold,tedtalk-4,1,-1,Many believe driving is an activity solely reserved for those who can see.,"Многие считают, что вождение - это занятие, предназначенное исключительно для тех, кто может видеть.","Считается, что за рулем автомобиля могут быть только зрячие люди.",100.0,-0.0,0.5853621699123431
4423,NiuTrans,tedtalk-4,1,-1,Many believe driving is an activity solely reserved for those who can see.,"Многие считают, что вождение - это занятие, предназначенное исключительно для тех, кто может видеть.","Считается, что за рулем автомобиля могут быть только зрячие люди.",100.0,-0.0,0.5853621699123431
4424,Online-Y,tedtalk-4,1,-1,Many believe driving is an activity solely reserved for those who can see.,"Многие считают, что вождение — это занятие, предназначенное исключительно для тех, кто видит.","Считается, что за рулем автомобиля могут быть только зрячие люди.",100.0,-0.0,0.5853621699123431
4425,metricsystem1,tedtalk-4,2,-1,"A blind person driving a vehicle safely and independently was thought to be an impossible task, until now.","До сих пор считалось, что слепой человек, управляющий транспортным средством безопасно и независимо, является невыполнимой задачей.","Еще недавно полагали, что для слепого безопасное и самостоятельное вождение - невыполнимая задача.",100.0,-0.0,0.5853621699123431
4426,metricsystem2,tedtalk-4,2,-1,"A blind person driving a vehicle safely and independently was thought to be an impossible task, until now.","До сих пор считалось, что слепое управление транспортным средством самостоятельно и безопасно.","Еще недавно полагали, что для слепого безопасное и самостоятельное вождение - невыполнимая задача.",-66.66666666666669,-20.0,-3.8213401717011606
4427,metricsystem3,tedtalk-4,2,-1,"A blind person driving a vehicle safely and independently was thought to be an impossible task, until now.","До сих пор считалось, что слепой человек, управляющий транспортным средством безопасно и независимо, считается невыполнимой задачей.","Еще недавно полагали, что для слепого безопасное и самостоятельное вождение - невыполнимая задача.",100.0,-0.0,0.5853621699123431
4428,metricsystem4,tedtalk-4,2,-1,"A blind person driving a vehicle safely and independently was thought to be an impossible task, until now.","До сих пор считалось, что слепой человек за рулем транспортного средства безопасно и независимо считался невыполнимой задачей.","Еще недавно полагали, что для слепого безопасное и самостоятельное вождение - невыполнимая задача.",11.764705882352946,-15.0,-2.719664586297785
4429,metricsystem5,tedtalk-4,2,-1,"A blind person driving a vehicle safely and independently was thought to be an impossible task, until now.","До сих пор считалось, что слепой человек, который безопасно и независимо управляет транспортным средством, является невыполнимой задачей.","Еще недавно полагали, что для слепого безопасное и самостоятельное вождение - невыполнимая задача.",100.0,-0.0,0.5853621699123431
4430,ref.A,tedtalk-4,2,-1,"A blind person driving a vehicle safely and independently was thought to be an impossible task, until now.","Еще недавно полагали, что для слепого безопасное и самостоятельное вождение - невыполнимая задача.","Еще недавно полагали, что для слепого безопасное и самостоятельное вождение - невыполнимая задача.",100.0,-0.0,0.5853621699123431
4431,Online-W,tedtalk-4,2,-1,"A blind person driving a vehicle safely and independently was thought to be an impossible task, until now.","До сих пор считалось, что безопасное и самостоятельное вождение автомобиля слепым человеком - задача невыполнимая.","Еще недавно полагали, что для слепого безопасное и самостоятельное вождение - невыполнимая задача.",100.0,-0.0,0.5853621699123431
4432,Facebook-AI,tedtalk-4,2,-1,"A blind person driving a vehicle safely and independently was thought to be an impossible task, until now.","До сих пор считалось невозможным, чтобы слепой человек мог безопасно и самостоятельно управлять транспортным средством.","Еще недавно полагали, что для слепого безопасное и самостоятельное вождение - невыполнимая задача.",100.0,-0.0,0.5853621699123431
4433,Online-B,tedtalk-4,2,-1,"A blind person driving a vehicle safely and independently was thought to be an impossible task, until now.","До сих пор считалось, что слепое управление транспортным средством самостоятельно и безопасно.","Еще недавно полагали, что для слепого безопасное и самостоятельное вождение - невыполнимая задача.",16.666666666666654,-10.0,-1.617989000894409
4434,Online-G,tedtalk-4,2,-1,"A blind person driving a vehicle safely and independently was thought to be an impossible task, until now.","Слепой человек, безопасно и независимо управлявший транспортным средством, до сих пор считался невыполнимой задачей.","Еще недавно полагали, что для слепого безопасное и самостоятельное вождение - невыполнимая задача.",100.0,-0.0,0.5853621699123431
4435,Nemo,tedtalk-4,2,-1,"A blind person driving a vehicle safely and independently was thought to be an impossible task, until now.","До сих пор считалось, что незрячий человек, управляющий транспортным средством безопасно и самостоятельно, - это невыполнимая задача.","Еще недавно полагали, что для слепого безопасное и самостоятельное вождение - невыполнимая задача.",100.0,-0.0,0.5853621699123431
4436,Online-A,tedtalk-4,2,-1,"A blind person driving a vehicle safely and independently was thought to be an impossible task, until now.","Слепой человек, ездящий за транспортным средством безопасно и независимо, до сих пор считался невыполнимой задачей.","Еще недавно полагали, что для слепого безопасное и самостоятельное вождение - невыполнимая задача.",100.0,-0.0,0.5853621699123431
4437,Manifold,tedtalk-4,2,-1,"A blind person driving a vehicle safely and independently was thought to be an impossible task, until now.","Слепой человек, управляющий транспортным средством безопасно и независимо, считался невыполнимой задачей до сих пор.","Еще недавно полагали, что для слепого безопасное и самостоятельное вождение - невыполнимая задача.",100.0,-0.0,0.5853621699123431
4438,NiuTrans,tedtalk-4,2,-1,"A blind person driving a vehicle safely and independently was thought to be an impossible task, until now.","Слепой человек, управляющий транспортным средством безопасно и самостоятельно, до сих пор считался невыполнимой задачей.","Еще недавно полагали, что для слепого безопасное и самостоятельное вождение - невыполнимая задача.",100.0,-0.0,0.5853621699123431
4439,Online-Y,tedtalk-4,2,-1,"A blind person driving a vehicle safely and independently was thought to be an impossible task, until now.","Слепой человек, управляющий транспортным средством безопасно и самостоятельно, до сих пор считалось невыполнимой задачей.","Еще недавно полагали, что для слепого безопасное и самостоятельное вождение - невыполнимая задача.",100.0,-0.0,0.5853621699123431
4440,metricsystem1,tedtalk-4,3,-1,"Hello, my name is Dennis Hong, and we're bringing freedom and independence to the blind by building a vehicle for the visually impaired.","Здравствуйте, меня зовут Деннис Хонг, и мы даем свободу и независимость слепым, создавая автомобиль для слабовидящих.","Здравствуйте, я Дэнис Хонг, и мы даем слепым свободу и независимость, разрабатывая авто для инвалидов по зрению.",100.0,-0.0,0.5853621699123431
4441,metricsystem2,tedtalk-4,3,-1,"Hello, my name is Dennis Hong, and we're bringing freedom and independence to the blind by building a vehicle for the visually impaired.","Здравствуйте, меня зовут Деннис Хонг, и мы приносим свободу и независимость слепым, создавая автомобиль для слабовидящих.","Здравствуйте, я Дэнис Хонг, и мы даем слепым свободу и независимость, разрабатывая авто для инвалидов по зрению.",100.0,-0.0,0.5853621699123431
4442,metricsystem3,tedtalk-4,3,-1,"Hello, my name is Dennis Hong, and we're bringing freedom and independence to the blind by building a vehicle for the visually impaired.","Здравствуйте, меня зовут Деннис Хонг, и мы несем свободу и независимость слепым путем создания автомобиля для слабовидящих.","Здравствуйте, я Дэнис Хонг, и мы даем слепым свободу и независимость, разрабатывая авто для инвалидов по зрению.",100.0,-0.0,0.5853621699123431
4443,metricsystem4,tedtalk-4,3,-1,"Hello, my name is Dennis Hong, and we're bringing freedom and independence to the blind by building a vehicle for the visually impaired.","Привет, меня зовут Деннис Хонг, и мы приносим свободу и независимость слепым, создавая автомобиль для слабовидящих.","Здравствуйте, я Дэнис Хонг, и мы даем слепым свободу и независимость, разрабатывая авто для инвалидов по зрению.",100.0,-0.0,0.5853621699123431
4444,metricsystem5,tedtalk-4,3,-1,"Hello, my name is Dennis Hong, and we're bringing freedom and independence to the blind by building a vehicle for the visually impaired.","Здравствуйте, меня зовут Деннис Хонг, и мы приносим свободу и независимость слепым, создавая транспортное средство для слабовидящих.","Здравствуйте, я Дэнис Хонг, и мы даем слепым свободу и независимость, разрабатывая авто для инвалидов по зрению.",100.0,-0.0,0.5853621699123431
4445,ref.A,tedtalk-4,3,-1,"Hello, my name is Dennis Hong, and we're bringing freedom and independence to the blind by building a vehicle for the visually impaired.","Здравствуйте, я Дэнис Хонг, и мы даем слепым свободу и независимость, разрабатывая авто для инвалидов по зрению.","Здравствуйте, я Дэнис Хонг, и мы даем слепым свободу и независимость, разрабатывая авто для инвалидов по зрению.",100.0,-0.0,0.5853621699123431
4446,Online-W,tedtalk-4,3,-1,"Hello, my name is Dennis Hong, and we're bringing freedom and independence to the blind by building a vehicle for the visually impaired.","Здравствуйте, меня зовут Деннис Хонг, и мы дарим свободу и независимость слепым, создавая автомобиль для слабовидящих.","Здравствуйте, я Дэнис Хонг, и мы даем слепым свободу и независимость, разрабатывая авто для инвалидов по зрению.",100.0,-0.0,0.5853621699123431
4447,Facebook-AI,tedtalk-4,3,-1,"Hello, my name is Dennis Hong, and we're bringing freedom and independence to the blind by building a vehicle for the visually impaired.","Здравствуйте, меня зовут Деннис Хонг, и мы приносим свободу и независимость слепым, создавая автомобиль для слабовидящих.","Здравствуйте, я Дэнис Хонг, и мы даем слепым свободу и независимость, разрабатывая авто для инвалидов по зрению.",100.0,-0.0,0.5853621699123431
4448,Online-B,tedtalk-4,3,-1,"Hello, my name is Dennis Hong, and we're bringing freedom and independence to the blind by building a vehicle for the visually impaired.","Здравствуйте, меня зовут Деннис Хонг, и мы приносим свободу и независимость слепым, создавая автомобиль для слабовидящих.","Здравствуйте, я Дэнис Хонг, и мы даем слепым свободу и независимость, разрабатывая авто для инвалидов по зрению.",100.0,-0.0,0.5853621699123431
4449,Online-G,tedtalk-4,3,-1,"Hello, my name is Dennis Hong, and we're bringing freedom and independence to the blind by building a vehicle for the visually impaired.","Здравствуйте, меня зовут Деннис Хонг, и мы приносим свободу и независимость слепым, создавая автомобиль для слабовидящих.","Здравствуйте, я Дэнис Хонг, и мы даем слепым свободу и независимость, разрабатывая авто для инвалидов по зрению.",100.0,-0.0,0.5853621699123431
4450,Nemo,tedtalk-4,3,-1,"Hello, my name is Dennis Hong, and we're bringing freedom and independence to the blind by building a vehicle for the visually impaired.","Привет, меня зовут Деннис Хонг, и мы приносим свободу и независимость слепым, создавая автомобиль для слабовидящих.","Здравствуйте, я Дэнис Хонг, и мы даем слепым свободу и независимость, разрабатывая авто для инвалидов по зрению.",68.75,-5.0,-0.5163134154910328
4451,Online-A,tedtalk-4,3,-1,"Hello, my name is Dennis Hong, and we're bringing freedom and independence to the blind by building a vehicle for the visually impaired.","Здравствуйте, меня зовут Деннис Хонг, и мы приносим свободу и независимость слепым, создавая транспортное средство для слабовидящих.","Здравствуйте, я Дэнис Хонг, и мы даем слепым свободу и независимость, разрабатывая авто для инвалидов по зрению.",100.0,-0.0,0.5853621699123431
4452,Manifold,tedtalk-4,3,-1,"Hello, my name is Dennis Hong, and we're bringing freedom and independence to the blind by building a vehicle for the visually impaired.","Здравствуйте, меня зовут Деннис Хонг, и мы приносим свободу и независимость слепым, строя транспортное средство для слабовидящих.","Здравствуйте, я Дэнис Хонг, и мы даем слепым свободу и независимость, разрабатывая авто для инвалидов по зрению.",70.58823529411767,-5.0,-0.5163134154910328
4453,NiuTrans,tedtalk-4,3,-1,"Hello, my name is Dennis Hong, and we're bringing freedom and independence to the blind by building a vehicle for the visually impaired.","Здравствуйте, меня зовут Деннис Хонг, и мы приносим свободу и независимость слепым, создавая автомобиль для слабовидящих.","Здравствуйте, я Дэнис Хонг, и мы даем слепым свободу и независимость, разрабатывая авто для инвалидов по зрению.",100.0,-0.0,0.5853621699123431
4454,Online-Y,tedtalk-4,3,-1,"Hello, my name is Dennis Hong, and we're bringing freedom and independence to the blind by building a vehicle for the visually impaired.","Здравствуйте, меня зовут Деннис Хонг, и мы обеспечиваем свободу и независимость слепым, построив автомобиль для слабовидящих.","Здравствуйте, я Дэнис Хонг, и мы даем слепым свободу и независимость, разрабатывая авто для инвалидов по зрению.",68.75,-5.0,-0.5163134154910328
4455,metricsystem1,tedtalk-4,4,-1,"So before I talk about this car for the blind, let me briefly tell you about another project that I worked on called the DARPA Urban Challenge.","Итак, прежде чем я расскажу об этой машине для слепых, позвольте мне вкратце рассказать вам о другом проекте, над которым я работал, под названием DARPA Urban Challenge.","Прежде чем говорить об этом автомобиле для слепых, я вкратце расскажу о другом проекте, над которым я работал, под названием DARPA Urban Challenge.",100.0,-0.0,0.5853621699123431
4456,metricsystem2,tedtalk-4,4,-1,"So before I talk about this car for the blind, let me briefly tell you about another project that I worked on called the DARPA Urban Challenge.","Итак, прежде чем я расскажу об этой машине для слепых, позвольте мне вкратце рассказать вам о другом проекте, над которым я работал, под названием DARPA Urban Challenge.","Прежде чем говорить об этом автомобиле для слепых, я вкратце расскажу о другом проекте, над которым я работал, под названием DARPA Urban Challenge.",100.0,-0.0,0.5853621699123431
4457,metricsystem3,tedtalk-4,4,-1,"So before I talk about this car for the blind, let me briefly tell you about another project that I worked on called the DARPA Urban Challenge.","Поэтому, прежде чем я расскажу об этой машине для слепых, позвольте мне кратко рассказать вам о другом проекте, над которым я работал, под названием DARPA Urban Challenge.","Прежде чем говорить об этом автомобиле для слепых, я вкратце расскажу о другом проекте, над которым я работал, под названием DARPA Urban Challenge.",100.0,-0.0,0.5853621699123431
4458,metricsystem4,tedtalk-4,4,-1,"So before I talk about this car for the blind, let me briefly tell you about another project that I worked on called the DARPA Urban Challenge.","Так что прежде чем я расскажу об этом автомобиле для слепых, позвольте мне вкратце рассказать вам еще об одном проекте, над которым я работал под названием DARPA Urban Challenge.","Прежде чем говорить об этом автомобиле для слепых, я вкратце расскажу о другом проекте, над которым я работал, под названием DARPA Urban Challenge.",79.3103448275862,-5.1,-0.5383469271991003
4459,metricsystem5,tedtalk-4,4,-1,"So before I talk about this car for the blind, let me briefly tell you about another project that I worked on called the DARPA Urban Challenge.","Поэтому, прежде чем я расскажу об этом автомобиле для слепых, позвольте мне вкратце рассказать вам о другом проекте, над которым я работал, под названием DARPA Urban Challenge.","Прежде чем говорить об этом автомобиле для слепых, я вкратце расскажу о другом проекте, над которым я работал, под названием DARPA Urban Challenge.",81.48148148148148,-5.0,-0.5163134154910328
4460,ref.A,tedtalk-4,4,-1,"So before I talk about this car for the blind, let me briefly tell you about another project that I worked on called the DARPA Urban Challenge.","Прежде чем говорить об этом автомобиле для слепых, я вкратце расскажу о другом проекте, над которым я работал, под названием DARPA Urban Challenge.","Прежде чем говорить об этом автомобиле для слепых, я вкратце расскажу о другом проекте, над которым я работал, под названием DARPA Urban Challenge.",100.0,-0.0,0.5853621699123431
4461,Online-W,tedtalk-4,4,-1,"So before I talk about this car for the blind, let me briefly tell you about another project that I worked on called the DARPA Urban Challenge.","Прежде чем я расскажу об автомобиле для слепых, позвольте мне кратко рассказать вам о другом проекте, над которым я работал, под названием DARPA Urban Challenge.","Прежде чем говорить об этом автомобиле для слепых, я вкратце расскажу о другом проекте, над которым я работал, под названием DARPA Urban Challenge.",100.0,-0.0,0.5853621699123431
4462,Facebook-AI,tedtalk-4,4,-1,"So before I talk about this car for the blind, let me briefly tell you about another project that I worked on called the DARPA Urban Challenge.","Итак, прежде чем я расскажу об этом автомобиле для слепых, позвольте мне вкратце рассказать вам о другом проекте, над которым я работал, под названием DARPA Urban Challenge.","Прежде чем говорить об этом автомобиле для слепых, я вкратце расскажу о другом проекте, над которым я работал, под названием DARPA Urban Challenge.",100.0,-0.0,0.5853621699123431
4463,Online-B,tedtalk-4,4,-1,"So before I talk about this car for the blind, let me briefly tell you about another project that I worked on called the DARPA Urban Challenge.","Итак, прежде чем я расскажу об этой машине для слепых, позвольте мне вкратце рассказать вам о другом проекте, над которым я работал, под названием DARPA Urban Challenge.","Прежде чем говорить об этом автомобиле для слепых, я вкратце расскажу о другом проекте, над которым я работал, под названием DARPA Urban Challenge.",100.0,-0.0,0.5853621699123431
4464,Online-G,tedtalk-4,4,-1,"So before I talk about this car for the blind, let me briefly tell you about another project that I worked on called the DARPA Urban Challenge.","Поэтому, прежде чем я расскажу об этом автомобиле для слепых, позвольте мне вкратце рассказать вам о другом проекте, над которым я работал, под названием DARPA Urban Challenge.","Прежде чем говорить об этом автомобиле для слепых, я вкратце расскажу о другом проекте, над которым я работал, под названием DARPA Urban Challenge.",100.0,-0.0,0.5853621699123431
4465,Nemo,tedtalk-4,4,-1,"So before I talk about this car for the blind, let me briefly tell you about another project that I worked on called the DARPA Urban Challenge.","Поэтому, прежде чем я расскажу об этой машине для слепых, позвольте мне кратко рассказать вам о другом проекте, над которым я работал, под названием ""Городской вызов DARPA"".","Прежде чем говорить об этом автомобиле для слепых, я вкратце расскажу о другом проекте, над которым я работал, под названием DARPA Urban Challenge.",100.0,-0.0,0.5853621699123431
4466,Online-A,tedtalk-4,4,-1,"So before I talk about this car for the blind, let me briefly tell you about another project that I worked on called the DARPA Urban Challenge.","Поэтому, прежде чем я расскажу об этой машине для слепых, позвольте мне кратко рассказать вам о другом проекте, над которым я работал, под названием DARPA Urban Challenge.","Прежде чем говорить об этом автомобиле для слепых, я вкратце расскажу о другом проекте, над которым я работал, под названием DARPA Urban Challenge.",100.0,-0.0,0.5853621699123431
4467,Manifold,tedtalk-4,4,-1,"So before I talk about this car for the blind, let me briefly tell you about another project that I worked on called the DARPA Urban Challenge.","Поэтому, прежде чем я расскажу об этом автомобиле для слепых, позвольте мне кратко рассказать вам о другом проекте, над которым я работал, под названием DARPA Urban Challenge.","Прежде чем говорить об этом автомобиле для слепых, я вкратце расскажу о другом проекте, над которым я работал, под названием DARPA Urban Challenge.",100.0,-0.0,0.5853621699123431
4468,NiuTrans,tedtalk-4,4,-1,"So before I talk about this car for the blind, let me briefly tell you about another project that I worked on called the DARPA Urban Challenge.","Поэтому, прежде чем я расскажу об этой машине для слепых, позвольте мне кратко рассказать вам о другом проекте, над которым я работал, под названием DARPA Urban Challenge.","Прежде чем говорить об этом автомобиле для слепых, я вкратце расскажу о другом проекте, над которым я работал, под названием DARPA Urban Challenge.",100.0,-0.0,0.5853621699123431
4469,Online-Y,tedtalk-4,4,-1,"So before I talk about this car for the blind, let me briefly tell you about another project that I worked on called the DARPA Urban Challenge.","Поэтому прежде чем я расскажу об этой машине для слепых, позвольте мне кратко рассказать вам о другом проекте, над которым я работал под названием DARPA Urban Challenge.","Прежде чем говорить об этом автомобиле для слепых, я вкратце расскажу о другом проекте, над которым я работал, под названием DARPA Urban Challenge.",96.29629629629628,-0.1,0.5633286582042756
4470,metricsystem1,tedtalk-4,5,-1,Now this was about building a robotic car that can drive itself.,"Теперь речь шла о создании роботизированной машины, которая может водить сама.",Проект заключался в создании самоуправляемого автомобиля-робота.,54.54545454545455,-5.0,-0.5163134154910328
4471,metricsystem2,tedtalk-4,5,-1,Now this was about building a robotic car that can drive itself.,"Теперь речь шла о создании роботизированной машины, которая может управлять собой.",Проект заключался в создании самоуправляемого автомобиля-робота.,9.090909090909092,-10.0,-1.617989000894409
4472,metricsystem3,tedtalk-4,5,-1,Now this was about building a robotic car that can drive itself.,"Теперь речь шла о создании роботизированной машины, способной управлять собой.",Проект заключался в создании самоуправляемого автомобиля-робота.,40.0,-6.0,-0.736648532571708
